cases_lag1,rainfall_lag1,humidity_lag1,vaccination_coverage,predicted_risk,district_code,action
265.0,120.34,69.31,65.79,1,D0171,Increase Vaccination Drive
104.0,304.59,91.1,56.27,1,D0666,Increase Vaccination Drive
79.0,89.26,82.9,61.18,1,D0235,Increase Vaccination Drive
47.0,218.04,79.5,68.16,1,D0248,Increase Vaccination Drive
133.0,366.34,88.2,67.22,1,D0717,Increase Vaccination Drive
37.0,122.48,74.79,64.33,1,D0379,Increase Vaccination Drive
105.0,150.92,52.02,58.0,1,D0340,Increase Vaccination Drive
139.0,448.77,97.1,55.36,1,D0230,Increase Vaccination Drive
131.0,263.7,35.16,75.58,1,D0083,Increase Vaccination Drive
129.0,339.04,65.51,62.37,1,D0564,Increase Vaccination Drive
166.0,20.24,71.12,70.84,1,D0395,Increase Vaccination Drive
103.0,49.69,51.73,68.35,1,D0605,Increase Vaccination Drive
288.0,336.97,51.58,65.68,1,D0502,Increase Vaccination Drive
185.0,28.51,62.02,63.81,1,D0162,Increase Vaccination Drive
149.0,281.7,75.51,76.18,1,D0132,Increase Vaccination Drive
200.0,398.8,59.43,66.56,1,D0594,Increase Vaccination Drive
223.0,343.34,42.43,66.61,1,D0222,Increase Vaccination Drive
291.0,397.79,96.69,91.93,1,D0431,Increase Vaccination Drive
66.0,113.52,87.75,54.77,1,D0590,Increase Vaccination Drive
209.0,160.68,46.15,87.72,1,D0482,Increase Vaccination Drive
1.0,402.12,38.37,73.17,1,D0667,Increase Vaccination Drive
114.0,287.32,73.64,91.51,1,D0609,Increase Vaccination Drive
194.0,445.53,41.05,65.74,1,D0567,Increase Vaccination Drive
105.0,384.59,61.88,79.64,1,D0437,Increase Vaccination Drive
279.0,269.17,53.06,96.79,1,D0555,Increase Vaccination Drive
205.0,303.34,62.01,51.22,1,D0289,Increase Vaccination Drive
234.0,167.91,85.83,72.97,1,D0205,Increase Vaccination Drive
2.0,236.55,34.32,94.17,1,D0471,Increase Vaccination Drive
213.0,41.1,73.64,95.66,1,D0634,Increase Vaccination Drive
295.0,204.46,62.85,78.22,1,D0291,Increase Vaccination Drive
37.0,494.64,55.92,82.02,1,D0261,Increase Vaccination Drive
291.0,103.87,91.23,94.1,1,D0408,Increase Vaccination Drive
224.0,371.6,58.58,53.0,1,D0086,Increase Vaccination Drive
92.0,224.68,59.4,77.72,1,D0584,Increase Vaccination Drive
206.0,359.17,59.32,66.08,1,D0109,Increase Vaccination Drive
236.0,406.81,37.75,56.15,1,D0535,Increase Vaccination Drive
95.0,427.28,76.31,82.08,1,D0301,Increase Vaccination Drive
187.0,214.83,96.13,71.13,1,D0077,Increase Vaccination Drive
145.0,407.47,81.77,79.75,1,D0130,Increase Vaccination Drive
147.0,370.24,43.91,74.48,1,D0098,Increase Vaccination Drive
292.0,398.47,62.49,83.61,1,D0317,Increase Vaccination Drive
267.0,376.91,46.54,87.61,1,D0275,Increase Vaccination Drive
125.0,177.84,67.56,65.86,1,D0038,Increase Vaccination Drive
99.0,490.69,84.21,82.29,1,D0224,Increase Vaccination Drive
110.0,413.5,82.07,85.49,1,D0649,Increase Vaccination Drive
247.0,451.51,64.06,90.44,1,D0625,Increase Vaccination Drive
127.0,190.1,37.23,89.58,1,D0364,Increase Vaccination Drive
192.0,400.91,56.39,72.03,1,D0237,Increase Vaccination Drive
262.0,231.42,87.06,94.25,1,D0553,Increase Vaccination Drive
253.0,434.82,43.6,80.8,1,D0193,Increase Vaccination Drive
260.0,483.93,52.95,89.99,1,D0246,Increase Vaccination Drive
285.0,256.53,34.11,78.38,1,D0400,Increase Vaccination Drive
24.0,193.79,86.54,92.1,1,D0518,Increase Vaccination Drive
50.0,102.99,93.45,61.18,1,D0235,Increase Vaccination Drive
138.0,201.13,54.97,59.4,1,D0239,Increase Vaccination Drive
64.0,250.03,78.12,51.7,1,D0721,Increase Vaccination Drive
28.0,191.02,59.07,56.3,1,D0506,Increase Vaccination Drive
104.0,55.22,57.7,77.4,1,D0123,Increase Vaccination Drive
217.0,149.03,77.1,71.68,1,D0185,Increase Vaccination Drive
270.0,16.97,42.06,60.33,1,D0040,Increase Vaccination Drive
132.0,477.59,66.36,58.29,1,D0253,Increase Vaccination Drive
176.0,438.43,41.74,97.11,1,D0479,Increase Vaccination Drive
158.0,61.73,68.67,80.93,1,D0344,Increase Vaccination Drive
186.0,124.83,46.57,74.56,1,D0039,Increase Vaccination Drive
207.0,223.69,78.03,78.03,1,D0513,Increase Vaccination Drive
218.0,124.24,67.56,55.62,1,D0030,Increase Vaccination Drive
182.0,136.74,79.39,93.12,1,D0209,Increase Vaccination Drive
80.0,384.63,90.54,97.55,1,D0306,Increase Vaccination Drive
241.0,417.62,44.87,91.93,1,D0431,Increase Vaccination Drive
298.0,452.99,44.58,79.6,1,D0628,Increase Vaccination Drive
113.0,99.64,90.34,91.89,1,D0120,Increase Vaccination Drive
151.0,164.42,94.37,94.25,1,D0553,Increase Vaccination Drive
128.0,435.92,84.2,53.92,1,D0045,Increase Vaccination Drive
73.0,45.62,79.46,54.23,1,D0394,Increase Vaccination Drive
227.0,11.25,57.39,56.6,1,D0328,Increase Vaccination Drive
131.0,135.67,53.12,70.69,1,D0003,Increase Vaccination Drive
37.0,499.31,31.51,97.53,1,D0449,Increase Vaccination Drive
16.0,161.8,49.99,62.62,1,D0402,Increase Vaccination Drive
140.0,415.71,39.46,54.23,1,D0394,Increase Vaccination Drive
143.0,335.67,34.88,50.02,1,D0701,Increase Vaccination Drive
252.0,23.0,56.71,58.82,1,D0013,Increase Vaccination Drive
231.0,136.22,62.19,62.37,1,D0460,Increase Vaccination Drive
260.0,39.48,93.39,81.59,1,D0087,Increase Vaccination Drive
200.0,277.76,75.05,92.88,1,D0508,Increase Vaccination Drive
201.0,262.97,49.61,69.52,1,D0243,Increase Vaccination Drive
267.0,12.41,82.14,85.63,1,D0252,Increase Vaccination Drive
261.0,153.89,74.64,84.51,1,D0163,Increase Vaccination Drive
58.0,23.71,65.5,52.53,1,D0312,Increase Vaccination Drive
51.0,353.7,96.54,50.75,1,D0133,Increase Vaccination Drive
182.0,283.16,74.39,88.87,1,D0268,Increase Vaccination Drive
163.0,214.84,44.35,80.19,1,D0175,Increase Vaccination Drive
261.0,432.54,62.21,58.79,1,D0197,Increase Vaccination Drive
202.0,74.4,70.26,93.59,1,D0096,Increase Vaccination Drive
67.0,463.1,71.89,66.08,1,D0109,Increase Vaccination Drive
272.0,137.0,81.88,64.6,1,D0474,Increase Vaccination Drive
281.0,292.93,64.37,52.53,1,D0312,Increase Vaccination Drive
11.0,372.73,38.33,96.75,1,D0488,Increase Vaccination Drive
36.0,333.8,73.6,70.66,1,D0057,Increase Vaccination Drive
141.0,122.82,64.08,84.45,1,D0309,Increase Vaccination Drive
128.0,79.42,95.23,87.18,1,D0677,Increase Vaccination Drive
106.0,344.91,93.48,76.86,1,D0341,Increase Vaccination Drive
111.0,113.85,36.82,65.37,1,D0698,Increase Vaccination Drive
74.0,218.9,75.09,96.79,1,D0555,Increase Vaccination Drive
224.0,39.35,41.92,85.0,1,D0284,Increase Vaccination Drive
40.0,329.96,63.7,81.43,1,D0496,Increase Vaccination Drive
291.0,32.07,93.64,74.62,1,D0481,Increase Vaccination Drive
219.0,76.57,64.16,91.0,1,D0192,Increase Vaccination Drive
143.0,472.49,34.13,84.61,1,D0326,Increase Vaccination Drive
149.0,80.68,83.43,62.47,1,D0154,Increase Vaccination Drive
33.0,66.29,91.81,81.36,1,D0454,Increase Vaccination Drive
251.0,479.51,31.95,53.19,1,D0274,Increase Vaccination Drive
112.0,419.29,47.32,82.06,1,D0682,Increase Vaccination Drive
179.0,83.25,59.53,51.33,1,D0219,Increase Vaccination Drive
66.0,143.92,67.05,51.7,1,D0721,Increase Vaccination Drive
94.0,213.19,69.91,63.01,1,D0498,Increase Vaccination Drive
151.0,257.16,78.99,79.32,1,D0541,Increase Vaccination Drive
173.0,244.82,49.18,97.73,1,D0170,Increase Vaccination Drive
150.0,239.59,36.15,93.13,1,D0058,Increase Vaccination Drive
221.0,434.14,33.25,53.82,1,D0055,Increase Vaccination Drive
271.0,85.38,85.59,61.17,1,D0278,Increase Vaccination Drive
50.0,382.2,30.58,56.15,1,D0535,Increase Vaccination Drive
74.0,124.65,74.48,65.17,1,D0005,Increase Vaccination Drive
205.0,92.23,70.57,72.49,1,D0169,Increase Vaccination Drive
289.0,408.75,33.7,90.45,1,D0440,Increase Vaccination Drive
211.0,245.67,89.76,96.28,1,D0398,Increase Vaccination Drive
89.0,157.16,55.32,93.26,1,D0528,Increase Vaccination Drive
58.0,266.25,59.18,74.94,1,D0126,Increase Vaccination Drive
266.0,31.13,68.33,69.34,1,D0645,Increase Vaccination Drive
37.0,103.91,68.43,95.63,1,D0281,Increase Vaccination Drive
123.0,431.72,70.58,90.3,1,D0208,Increase Vaccination Drive
10.0,146.17,82.01,75.88,1,D0480,Increase Vaccination Drive
210.0,359.51,36.45,86.58,1,D0299,Increase Vaccination Drive
123.0,209.67,91.21,78.74,1,D0202,Increase Vaccination Drive
259.0,256.36,99.58,51.85,1,D0512,Increase Vaccination Drive
157.0,133.89,59.52,53.01,1,D0283,Increase Vaccination Drive
23.0,41.98,67.9,81.43,1,D0496,Increase Vaccination Drive
171.0,193.58,68.99,54.43,1,D0461,Increase Vaccination Drive
69.0,27.17,73.79,68.37,1,D0101,Increase Vaccination Drive
98.0,241.8,67.19,60.21,1,D0371,Increase Vaccination Drive
278.0,338.09,98.21,72.07,1,D0084,Increase Vaccination Drive
145.0,24.96,55.66,50.0,1,D0448,Increase Vaccination Drive
60.0,194.43,49.65,52.53,1,D0312,Increase Vaccination Drive
92.0,193.88,46.46,76.68,1,D0330,Increase Vaccination Drive
151.0,385.08,59.09,97.39,1,D0659,Increase Vaccination Drive
264.0,89.2,46.27,78.38,1,D0400,Increase Vaccination Drive
228.0,274.02,83.39,58.39,1,D0617,Increase Vaccination Drive
134.0,246.21,94.22,77.52,1,D0665,Increase Vaccination Drive
267.0,112.19,89.11,52.12,1,D0207,Increase Vaccination Drive
184.0,478.55,75.15,55.52,1,D0378,Increase Vaccination Drive
50.0,44.5,91.66,92.32,1,D0263,Increase Vaccination Drive
111.0,375.59,39.45,59.55,1,D0091,Increase Vaccination Drive
42.0,454.22,54.25,76.76,1,D0308,Increase Vaccination Drive
95.0,176.68,35.23,61.81,1,D0020,Increase Vaccination Drive
33.0,168.98,52.62,50.36,1,D0350,Increase Vaccination Drive
77.0,9.23,38.81,54.23,1,D0394,Increase Vaccination Drive
136.0,126.43,94.01,82.29,1,D0377,Increase Vaccination Drive
25.0,142.59,54.42,82.02,1,D0261,Increase Vaccination Drive
94.0,378.32,75.46,71.67,1,D0217,Increase Vaccination Drive
83.0,67.58,38.74,90.04,1,D0066,Increase Vaccination Drive
71.0,287.56,58.47,53.46,1,D0486,Increase Vaccination Drive
208.0,38.4,81.49,89.43,1,D0149,Increase Vaccination Drive
177.0,360.63,76.53,86.08,1,D0669,Increase Vaccination Drive
213.0,43.86,30.97,86.58,1,D0299,Increase Vaccination Drive
92.0,438.21,65.09,73.81,1,D0360,Increase Vaccination Drive
66.0,30.7,92.1,85.19,1,D0680,Increase Vaccination Drive
271.0,33.51,50.31,78.09,1,D0136,Increase Vaccination Drive
71.0,114.98,98.21,85.57,1,D0388,Increase Vaccination Drive
60.0,430.37,32.02,65.17,1,D0005,Increase Vaccination Drive
2.0,136.81,79.6,92.96,1,D0047,Increase Vaccination Drive
112.0,278.82,40.45,95.6,1,D0442,Increase Vaccination Drive
94.0,247.73,93.82,95.8,1,D0445,Increase Vaccination Drive
249.0,15.93,89.0,92.31,1,D0391,Increase Vaccination Drive
101.0,240.32,51.02,60.66,1,D0310,Increase Vaccination Drive
12.0,388.06,59.71,97.45,1,D0576,Increase Vaccination Drive
257.0,42.7,30.83,89.65,1,D0264,Increase Vaccination Drive
131.0,60.65,35.41,78.85,1,D0194,Increase Vaccination Drive
195.0,411.49,95.12,83.15,1,D0121,Increase Vaccination Drive
285.0,160.92,40.41,80.14,1,D0404,Increase Vaccination Drive
99.0,335.87,94.24,68.93,1,D0367,Increase Vaccination Drive
264.0,307.09,68.0,53.94,1,D0196,Increase Vaccination Drive
78.0,151.23,44.51,78.52,1,D0178,Increase Vaccination Drive
291.0,332.52,30.48,87.02,1,D0607,Increase Vaccination Drive
229.0,466.14,53.19,64.63,1,D0593,Increase Vaccination Drive
54.0,83.95,32.11,95.35,1,D0511,Increase Vaccination Drive
33.0,181.31,87.45,59.79,1,D0618,Increase Vaccination Drive
59.0,118.66,45.83,65.64,1,D0519,Increase Vaccination Drive
34.0,148.98,35.15,67.84,1,D0588,Increase Vaccination Drive
43.0,22.41,93.13,58.63,1,D0688,Increase Vaccination Drive
33.0,235.65,98.45,60.46,1,D0654,Increase Vaccination Drive
164.0,280.56,53.49,74.97,1,D0472,Increase Vaccination Drive
159.0,371.88,91.89,73.17,1,D0490,Increase Vaccination Drive
109.0,27.92,93.97,83.61,1,D0530,Increase Vaccination Drive
155.0,371.66,96.05,60.75,1,D0720,Increase Vaccination Drive
115.0,104.85,46.18,55.37,1,D0177,Increase Vaccination Drive
288.0,357.02,87.02,85.44,1,D0090,Increase Vaccination Drive
223.0,108.71,94.13,65.84,1,D0722,Increase Vaccination Drive
275.0,428.07,87.98,84.37,1,D0623,Increase Vaccination Drive
19.0,29.79,33.85,76.67,1,D0168,Increase Vaccination Drive
284.0,268.58,33.32,50.37,1,D0333,Increase Vaccination Drive
288.0,275.17,46.74,50.02,1,D0701,Increase Vaccination Drive
89.0,361.94,50.57,56.91,1,D0685,Increase Vaccination Drive
31.0,243.92,79.03,97.98,1,D0137,Increase Vaccination Drive
258.0,400.59,33.95,52.53,1,D0312,Increase Vaccination Drive
112.0,125.27,70.81,65.64,1,D0519,Increase Vaccination Drive
120.0,392.67,99.76,93.26,1,D0528,Increase Vaccination Drive
117.0,445.26,50.28,78.77,1,D0025,Increase Vaccination Drive
27.0,248.23,63.8,71.13,1,D0077,Increase Vaccination Drive
273.0,284.94,78.75,55.62,1,D0030,Increase Vaccination Drive
215.0,207.85,52.65,77.09,1,D0443,Increase Vaccination Drive
237.0,206.53,45.18,80.1,1,D0631,Increase Vaccination Drive
199.0,221.44,85.03,72.45,1,D0470,Increase Vaccination Drive
50.0,264.29,46.07,78.22,1,D0291,Increase Vaccination Drive
279.0,51.63,61.29,64.83,1,D0147,Increase Vaccination Drive
270.0,198.93,87.16,92.24,1,D0141,Increase Vaccination Drive
138.0,237.62,46.66,84.13,1,D0417,Increase Vaccination Drive
93.0,181.5,63.52,50.96,1,D0651,Increase Vaccination Drive
122.0,180.61,84.54,57.33,1,D0225,Increase Vaccination Drive
35.0,159.49,89.08,54.54,1,D0015,Increase Vaccination Drive
291.0,350.88,71.03,50.02,1,D0701,Increase Vaccination Drive
184.0,206.67,53.83,96.53,1,D0269,Increase Vaccination Drive
153.0,224.68,66.91,68.69,1,D0452,Increase Vaccination Drive
159.0,6.64,47.77,76.53,1,D0231,Increase Vaccination Drive
193.0,224.84,42.7,72.45,1,D0470,Increase Vaccination Drive
200.0,133.67,72.81,67.84,1,D0652,Increase Vaccination Drive
97.0,341.99,48.2,89.45,1,D0639,Increase Vaccination Drive
266.0,144.08,85.92,65.65,1,D0315,Increase Vaccination Drive
255.0,36.78,54.42,60.46,1,D0646,Increase Vaccination Drive
239.0,105.72,98.64,80.54,1,D0223,Increase Vaccination Drive
92.0,394.86,70.54,87.19,1,D0538,Increase Vaccination Drive
269.0,427.81,64.34,83.79,1,D0615,Increase Vaccination Drive
62.0,132.66,70.02,87.18,1,D0677,Increase Vaccination Drive
87.0,410.13,34.01,96.85,1,D0182,Increase Vaccination Drive
289.0,145.76,67.36,89.11,1,D0387,Increase Vaccination Drive
298.0,370.78,72.0,81.69,1,D0189,Increase Vaccination Drive
148.0,53.24,31.01,96.49,1,D0376,Increase Vaccination Drive
142.0,434.52,76.45,88.13,1,D0641,Increase Vaccination Drive
160.0,99.07,42.25,76.54,1,D0303,Increase Vaccination Drive
236.0,226.64,69.8,93.37,1,D0034,Increase Vaccination Drive
32.0,383.08,43.44,95.56,1,D0277,Increase Vaccination Drive
15.0,478.82,57.66,59.3,1,D0160,Increase Vaccination Drive
179.0,457.09,70.84,73.31,1,D0656,Increase Vaccination Drive
173.0,354.48,66.18,87.71,1,D0520,Increase Vaccination Drive
229.0,479.39,65.29,79.6,1,D0628,Increase Vaccination Drive
285.0,474.46,62.88,83.11,1,D0282,Increase Vaccination Drive
265.0,118.4,36.29,68.05,1,D0450,Increase Vaccination Drive
282.0,274.17,55.64,60.46,1,D0654,Increase Vaccination Drive
196.0,201.76,94.9,79.64,1,D0437,Increase Vaccination Drive
115.0,371.37,80.01,65.45,1,D0466,Increase Vaccination Drive
51.0,391.37,33.37,59.4,1,D0239,Increase Vaccination Drive
232.0,170.4,79.54,51.47,1,D0016,Increase Vaccination Drive
64.0,257.02,47.97,82.29,1,D0377,Increase Vaccination Drive
225.0,258.12,46.31,92.77,1,D0307,Increase Vaccination Drive
204.0,90.88,95.72,95.74,1,D0212,Increase Vaccination Drive
286.0,98.12,59.11,63.81,1,D0162,Increase Vaccination Drive
219.0,35.86,98.93,50.54,1,D0478,Increase Vaccination Drive
216.0,24.35,31.01,72.49,1,D0169,Increase Vaccination Drive
148.0,15.48,89.36,75.5,1,D0094,Increase Vaccination Drive
138.0,354.38,67.92,86.58,1,D0299,Increase Vaccination Drive
261.0,337.12,65.17,66.35,1,D0510,Increase Vaccination Drive
128.0,104.01,31.88,72.14,1,D0359,Increase Vaccination Drive
270.0,201.45,45.61,69.07,1,D0331,Increase Vaccination Drive
45.0,418.04,91.42,72.03,1,D0237,Increase Vaccination Drive
176.0,33.22,31.56,59.55,1,D0091,Increase Vaccination Drive
123.0,25.49,77.64,68.35,1,D0605,Increase Vaccination Drive
29.0,111.26,40.62,93.68,1,D0531,Increase Vaccination Drive
149.0,174.81,93.95,52.65,1,D0218,Increase Vaccination Drive
132.0,493.16,33.61,73.74,1,D0416,Increase Vaccination Drive
77.0,245.81,63.36,77.37,1,D0014,Increase Vaccination Drive
199.0,383.12,30.68,72.48,1,D0211,Increase Vaccination Drive
73.0,398.03,71.87,65.04,1,D0305,Increase Vaccination Drive
30.0,354.07,30.14,53.8,1,D0444,Increase Vaccination Drive
111.0,268.92,30.83,91.98,1,D0523,Increase Vaccination Drive
9.0,338.6,56.27,51.16,1,D0563,Increase Vaccination Drive
289.0,473.78,45.38,68.16,1,D0248,Increase Vaccination Drive
111.0,174.14,89.46,63.33,1,D0409,Increase Vaccination Drive
290.0,59.93,67.76,79.07,1,D0006,Increase Vaccination Drive
277.0,352.39,74.17,56.8,1,D0583,Increase Vaccination Drive
182.0,172.94,33.18,83.24,1,D0046,Increase Vaccination Drive
7.0,275.46,81.69,73.82,1,D0600,Increase Vaccination Drive
234.0,27.58,83.85,83.55,1,D0292,Increase Vaccination Drive
120.0,214.1,55.34,90.66,1,D0062,Increase Vaccination Drive
113.0,344.57,43.96,73.79,1,D0295,Increase Vaccination Drive
15.0,327.92,47.3,78.55,1,D0668,Increase Vaccination Drive
46.0,396.86,46.7,80.37,1,D0401,Increase Vaccination Drive
19.0,496.42,38.72,71.53,1,D0260,Increase Vaccination Drive
175.0,373.13,76.68,56.56,1,D0375,Increase Vaccination Drive
165.0,57.12,72.12,51.85,1,D0512,Increase Vaccination Drive
190.0,111.8,43.45,80.57,1,D0019,Increase Vaccination Drive
105.0,42.14,73.17,94.19,1,D0381,Increase Vaccination Drive
277.0,4.25,37.12,58.29,1,D0253,Increase Vaccination Drive
107.0,261.53,30.24,95.31,1,D0029,Increase Vaccination Drive
147.0,356.62,61.21,66.03,1,D0004,Increase Vaccination Drive
193.0,470.63,77.92,58.49,1,D0469,Increase Vaccination Drive
178.0,243.81,35.6,74.48,1,D0098,Increase Vaccination Drive
186.0,331.16,62.28,89.34,1,D0179,Increase Vaccination Drive
106.0,183.83,94.68,64.33,1,D0379,Increase Vaccination Drive
37.0,132.14,97.78,74.14,1,D0118,Increase Vaccination Drive
290.0,366.68,98.51,53.16,1,D0368,Increase Vaccination Drive
251.0,64.29,48.3,84.13,1,D0417,Increase Vaccination Drive
38.0,38.42,85.78,50.38,1,D0580,Increase Vaccination Drive
36.0,62.18,95.95,97.18,1,D0104,Increase Vaccination Drive
169.0,426.78,78.27,75.35,1,D0596,Increase Vaccination Drive
72.0,121.7,72.38,96.49,1,D0131,Increase Vaccination Drive
283.0,97.06,88.47,96.53,1,D0269,Increase Vaccination Drive
123.0,114.96,40.31,82.08,1,D0301,Increase Vaccination Drive
182.0,205.15,65.17,93.32,1,D0254,Increase Vaccination Drive
13.0,347.07,98.31,81.26,1,D0258,Increase Vaccination Drive
137.0,185.93,35.72,97.53,1,D0449,Increase Vaccination Drive
33.0,487.35,91.32,54.68,1,D0153,Increase Vaccination Drive
60.0,472.13,59.63,70.53,1,D0540,Increase Vaccination Drive
185.0,242.18,68.59,97.39,1,D0659,Increase Vaccination Drive
123.0,100.14,94.9,83.15,1,D0121,Increase Vaccination Drive
258.0,113.23,95.29,82.44,1,D0527,Increase Vaccination Drive
2.0,47.69,76.14,80.39,1,D0697,Increase Vaccination Drive
8.0,16.22,89.94,96.21,1,D0146,Increase Vaccination Drive
280.0,474.35,74.79,88.86,1,D0358,Increase Vaccination Drive
105.0,472.51,40.15,78.52,1,D0178,Increase Vaccination Drive
155.0,70.69,82.63,89.18,1,D0221,Increase Vaccination Drive
139.0,470.25,52.58,62.93,1,D0165,Increase Vaccination Drive
138.0,248.01,93.53,65.74,1,D0559,Increase Vaccination Drive
213.0,330.76,93.61,94.1,1,D0345,Increase Vaccination Drive
228.0,162.65,90.8,96.49,1,D0131,Increase Vaccination Drive
245.0,273.87,96.97,94.1,1,D0408,Increase Vaccination Drive
49.0,124.83,70.7,72.29,1,D0140,Increase Vaccination Drive
144.0,194.2,94.19,97.45,1,D0576,Increase Vaccination Drive
262.0,447.76,90.62,97.96,1,D0485,Increase Vaccination Drive
3.0,128.27,43.67,85.4,1,D0611,Increase Vaccination Drive
146.0,225.31,60.47,86.48,1,D0637,Increase Vaccination Drive
122.0,335.29,95.76,51.48,1,D0582,Increase Vaccination Drive
266.0,318.72,31.13,95.42,1,D0346,Increase Vaccination Drive
114.0,464.04,62.75,79.16,1,D0071,Increase Vaccination Drive
92.0,281.07,44.69,68.16,1,D0248,Increase Vaccination Drive
201.0,448.6,43.93,53.01,1,D0509,Increase Vaccination Drive
74.0,263.3,50.74,83.11,1,D0282,Increase Vaccination Drive
125.0,196.37,79.97,60.54,1,D0349,Increase Vaccination Drive
43.0,219.87,51.34,78.09,1,D0136,Increase Vaccination Drive
190.0,114.93,32.33,57.11,1,D0686,Increase Vaccination Drive
270.0,195.86,37.68,54.43,1,D0461,Increase Vaccination Drive
188.0,162.82,35.21,65.37,1,D0627,Increase Vaccination Drive
219.0,375.04,68.84,85.4,1,D0611,Increase Vaccination Drive
18.0,430.83,84.88,95.01,1,D0174,Increase Vaccination Drive
145.0,25.12,44.78,92.24,1,D0141,Increase Vaccination Drive
103.0,403.69,50.53,85.57,1,D0388,Increase Vaccination Drive
3.0,245.1,87.85,85.86,1,D0714,Increase Vaccination Drive
144.0,199.52,43.9,78.0,1,D0119,Increase Vaccination Drive
252.0,167.01,68.4,65.46,1,D0660,Increase Vaccination Drive
11.0,111.55,79.21,82.08,1,D0301,Increase Vaccination Drive
202.0,327.91,69.13,89.18,1,D0221,Increase Vaccination Drive
197.0,159.86,75.38,69.52,1,D0243,Increase Vaccination Drive
248.0,286.07,73.25,54.32,1,D0690,Increase Vaccination Drive
29.0,303.13,73.67,58.43,1,D0065,Increase Vaccination Drive
